Category,Subject,Ability Requirement,Detailed Instruction,Product Line,Product,Level,Training Material,Training Document Name,Link,Notes
"Product Knowledge
",Product key components,"Reactor
",Know the reactor brand and specifications,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,"Reactor
",Know the reactor inductance measurement method,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,"Reactor
",Understanding the Causes of Reactor Noise,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,"Reactor
",Understand the failure phenomenon of reactors and analyze the possible causes of failure,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product key components,DC/AC Current Sensors,Familiar with the function of DC/AC current sensor,BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Product key components,DC/AC Current Sensors,Familiar with DC/AC current sensor brands and specifications,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,DC/AC Current Sensors,Understand how DC/AC current sensors work,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,DC/AC Current Sensors,Understand the failure phenomena and possible causes of DC/AC current sensors,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,DC/AC SPD,Understand the role of DC/AC SPD,BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Product key components,DC/AC SPD,Understand the working principle and application design of DC/AC SPD,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,DC/AC SPD,"Understand the brand, model and specification of DC/AC SPD",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,DC/AC SPD,Understand the failure phenomena and possible causes of DC/AC SPD,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,Leakage Current Sensor,Understanding Leakage Current Sensor Capabilities,BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Product key components,Leakage Current Sensor,Understand the leakage current sensor brand and specification,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,Leakage Current Sensor,Understand the failure phenomenon and possible causes of leakage current sensor,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product key components,"Fuse
",Understand fuse function,BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Product key components,Contactor,Understand contactor pull-in voltage and drive circuit design,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,Switching Power Supply,Understand the functions of switching power supply,BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Product key components,UPS,"Understand UPS function
",BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Product key components,Switch,Understand switch defunction phenomenon and its possible reason,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,System composition,"Familiar with the system composition, and be able to list each sub-equipment, its connection mode and main function",BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,medium voltage transformer,"Familiar with common knowledge of transformer operating room accessories (such as thermometer, pressure relief valve, oil level gauge, gas relay, pressure gauge, load switch, tap changer, etc.)",BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,medium voltage transformer,"Familiar with the performance parameters on the transformer nameplate (such as rated capacity, voltage, current, frequency, connection group, tap range, short-circuit impedance, cooling method, winding type, etc.)
",BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,medium voltage transformer,Be able to correctly operate the breaking and closing of the load switch before grid connection,BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,medium voltage transformer,"Able to judge transformer accessory faults and provide troubleshooting solutions (such as over-temperature faults, oil pressure faults, oil level faults, gas faults, bushing insulation faults, etc.)
",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,medium voltage transformer,"Ability to handle common faults (such as oil leakage, abnormal voltage, abnormal noise, oil tank cleaning, ground fault, low insulation resistance, etc.)",BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,medium voltage transformer,"Able to judge the cause of transformer faults through test data analysis, and provide fault solutions plans (such as internal winding short circuit faults, internal discharge faults, oil sample analysis, internal fuse faults, etc.)",BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Ring Main Unit,"Familiar with the performance parameters on the nameplate of the ring network cabinet (such as rated voltage, current, frequency, short-term withstand current, busbar rated current, protection level, etc.)",BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Ring Main Unit,"Familiar with the common sense of ring network cabinet accessories (such as relay protection devices, high-voltage circuit breakers, load switches, disconnectors, grounding switches, CT, PT, lightning arresters, five-proof devices, etc.)",BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Ring Main Unit,"Able to handle common faults (such as abnormal relay protection parameters, low SF6 gas fault, control power fault, live indication fault, access control fault, etc.)",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Ring Main Unit,"Be able to correctly operate the breaking and closing of high-voltage circuit breakers, load switches, isolating switches, and grounding switches before grid connection (including electric operation, manual operation, and power failure and power transmission operation sequence)",BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Ring Main Unit,"Able to judge the failure of the accessories of the ring network cabinet, and provide troubleshooting solutions (such as CT failure, PT failure, lightning arrester failure, operating mechanism failure, etc.)",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Ring Main Unit,"Able to judge the cause of ring main unit faults through test data or relay protection data analysis, and provide fault solutions (such as control circuit faults, cable lap faults, tripping protection, severe short-circuit faults, etc.)",BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Battery,"Familiar with the basic parameters of PACK, such as rated voltage, rated capacity, rated power, current rate, working temperature, structural size, weight, etc.",BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Battery,"Familiar with the basic parameters of the battery cell, such as rated voltage, rated capacity, rated power, current rate, operating temperature, structural size, weight, etc.",BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Battery,"Familiar with the basic parameters of RACK, such as rated voltage, rated capacity, rated power, current rate, working temperature, structural size, weight, etc.",BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Battery,Familiar with the location of cell voltage sampling points and BMU connection terminals,BESS,ST2752-UX-UD,L3,ST2752 Maintenance Instruction Manual,ST2752UD TECH L1 R01 - maintenance instruction manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FPower%20Titan%20ST2752UX%20Product%20Maintenance%20Manual%20V1%2E1%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Energy storage system and application scheme,Battery,Able to judge the abnormal causes of cell voltage or cell voltage difference and deal with faults,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,Battery,Familiar with the position of the cell temperature sampling point and the BMU connection terminal,BESS,ST2752-UX-UD,L3,ST2752 Maintenance Instruction Manual,ST2752UD TECH L1 R01 - maintenance instruction manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FPower%20Titan%20ST2752UX%20Product%20Maintenance%20Manual%20V1%2E1%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Energy storage system and application scheme,Battery,Able to judge the cause of abnormal cell temperature or cell temperature difference and deal with the fault,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,LC、BSC、BMS,Familiar with the basic functions of the controller,BESS,ST2752-UX-UD,L1,"LC Introduction, Rack BMS Introduction, System BMS Introduction","ST2752UD TECH L1 R01 - LC, BMS Introduction",https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FESS%20Commissioning%20Training%2DLC%20introduction%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Energy storage system and application scheme,LC、BSC、BMS,Familiar with viewing the web interface and modifying common parameters,BESS,ST2752-UX-UD,L2,"LC Introduction, Rack BMS Introduction, System BMS Introduction","ST2752UD TECH L1 R01 - LC, BMS Introduction",https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FESS%20Commissioning%20Training%2DLC%20introduction%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Energy storage system and application scheme,LC、BSC、BMS,Familiar with the collection of fault and alarm records,BESS,ST2752-UX-UD,L2,"LC Introduction, Rack BMS Introduction, System BMS Introduction","ST2752UD TECH L1 R01 - LC, BMS Introduction",https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FESS%20Commissioning%20Training%2DLC%20introduction%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Energy storage system and application scheme,LC、BSC、BMS,Familiar with software version viewing and upgrade operations,BESS,ST2752-UX-UD,L2,"LC Introduction, Rack BMS Introduction, System BMS Introduction, ST2752 Maintenance Instruction Manual","ST2752UD TECH L1 R01 - LC, BMS Introduction",https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FESS%20Commissioning%20Training%2DLC%20introduction%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Energy storage system and application scheme,LC、BSC、BMS,Can analyze the cause of the failure according to the failure record and provide a treatment plan,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,LC、BSC、BMS,Familiarize with the meaning of the parameters,BESS,ST2752-UX-UD,L2,"LC Introduction, Local controller failure alarm description, Rack BMS Introduction, System BMS Introduction","ST2752UD TECH L1 R01 - LC, BMS Introduction",https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FESS%20Commissioning%20Training%2DLC%20introduction%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Energy storage system and application scheme,DCDC/Switch Box,Familiar with its basic structure and main electrical parameters,BESS,ST2752-UX-UD,L1,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,DCDC/Switch Box,Familiar with its internal electrical connections and understand internal electrical drawings,BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,DCDC/Switch Box,Familiar with software version viewing and upgrade operations,BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,DCDC/Switch Box,Familiar with the collection of fault and alarm records,BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,DCDC/Switch Box,Familiar with viewing the web interface and modifying common parameters,BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,DCDC/Switch Box,Understand the inner workings and familiarize yourself with topology schematics,BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,LCU/AC,Familiar with its basic structure and main electrical parameters,BESS,ST2752-UX-UD,L1,HVAC LCU Introduction,ST2752UD TECH L1 R01 - HVAC LCU Introduction,https://sgusa3.sharepoint.com/:w:/r/sites/DMS/_layouts/15/Doc.aspx?sourcedoc=%7B97D2F698-A1E3-4944-B853-DF6C6C62C2AB%7D&file=ST2752UD%20HVAC%20LCU%20Introduction.docx&action=default&mobileredirect=true,FSE
"Product Knowledge
",Energy storage system and application scheme,LCU/AC,Familiar with temperature control parameters and modify parameters correctly,BESS,ST2752-UX-UD,L2,HVAC LCU Introduction,ST2752UD TECH L1 R01 - HVAC LCU Introduction,https://sgusa3.sharepoint.com/:w:/r/sites/DMS/_layouts/15/Doc.aspx?sourcedoc=%7B97D2F698-A1E3-4944-B853-DF6C6C62C2AB%7D&file=ST2752UD%20HVAC%20LCU%20Introduction.docx&action=default&mobileredirect=true,FSE
"Product Knowledge
",Energy storage system and application scheme,DCDC/Switch Box,Can analyze the cause of the failure according to the failure record and provide a treatment plan,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Energy storage system and application scheme,LCU/AC,Familiar with the basic operation of HMI and collect fault records,BESS,ST2752-UX-UD,L3,HVAC LCU Introduction,ST2752UD TECH L1 R01 - HVAC LCU Introduction,https://sgusa3.sharepoint.com/:w:/r/sites/DMS/_layouts/15/Doc.aspx?sourcedoc=%7B97D2F698-A1E3-4944-B853-DF6C6C62C2AB%7D&file=ST2752UD%20HVAC%20LCU%20Introduction.docx&action=default&mobileredirect=true,FSE
"Product Knowledge
",Energy storage system and application scheme,LCU/AC,Familiar with the software logic of temperature control,BESS,ST2752-UX-UD,L4,HVAC LCU Introduction,ST2752UD TECH L1 R01 - HVAC LCU Introduction,https://sgusa3.sharepoint.com/:w:/r/sites/DMS/_layouts/15/Doc.aspx?sourcedoc=%7B97D2F698-A1E3-4944-B853-DF6C6C62C2AB%7D&file=ST2752UD%20HVAC%20LCU%20Introduction.docx&action=default&mobileredirect=true,FSE
"Product Knowledge
",Energy storage system and application scheme,LCU/AC,Understand the inner working principles of temperature control and software control logic,BESS,ST2752-UX-UD,L1,HVAC LCU Introduction,ST2752UD TECH L1 R01 - HVAC LCU Introduction,https://sgusa3.sharepoint.com/:w:/r/sites/DMS/_layouts/15/Doc.aspx?sourcedoc=%7B97D2F698-A1E3-4944-B853-DF6C6C62C2AB%7D&file=ST2752UD%20HVAC%20LCU%20Introduction.docx&action=default&mobileredirect=true,FSE
"Product Knowledge
",Energy storage system and application scheme,FSS,"Familiar with its basic components, structure and main electrical parameters",BESS,ST2752-UX-UD,L3,"FFS section of Manual, ST2752 FSS
",ST2752UD TECH L2 R01 - FSS manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel2%2FFFS%20section%20of%20manual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel2,FSE
"Product Knowledge
",Energy storage system and application scheme,FSS,Familiar with the basic functions and action principles of its components,BESS,ST2752-UX-UD,L2,"FSS section of Manual, ST2752 FSS
",ST2752UD TECH L2 R01 - FSS manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel2%2FFFS%20section%20of%20manual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel2,FSE
"Product Knowledge
",Energy storage system and application scheme,FSS,Familiar with its start-up conditions and turn-on logic,BESS,ST2752-UX-UD,L4,"FSS section of Manual, ST2752 FSS",ST2752UD TECH L2 R01 - FSS manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel2%2FFFS%20section%20of%20manual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel2,FSE
"Product Knowledge
",Energy storage system and application scheme,Application Solution,"Familiar with system application solutions composed of BESS, PCS, Mv, etc. (such as optical storage AC coupling, optical storage DC coupling, household optical storage, power frequency modulation, peak regulation, micro-grid, etc.)",BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Drawing Use,Familiar with the product wiring diagram,"Able to read the single-line diagram of the system proficiently, find out the power cable and communication cable connection between each sub-equipment according to the drawing, and determine the correctness of the external wiring between the system sub-equipment and the system",BESS,ST2752-UX-UD,L2,ST2752 System Manual,ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Drawing Use,Familiar with the product wiring diagram,"Can understand the internal wiring diagrams of BESS, PCS, DCDC, BSP, BCP, and be familiar with the power lines and control lines of the system",BESS,ST2752-UX-UD,L3,ST2752 System Manual,ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Drawing Use,Familiar with the product wiring diagram,"According to the internal wiring diagram of BESS, PCS, DCDC, BSP, BCP, it can find out the fault line and locate the fault point",BESS,ST2752-UX-UD,L4,ST2752 System Manual,ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Drawing Use,Familiar with the product PCB principle schematic,Able to find the corresponding PCB board components according to the PCB schematic diagram,BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Drawing Use,Familiar with the product PCB principle schematic,Able to understand the working principle of the circuit according to the PCB schematic diagram,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product common functions,"Modbus communication protocol
","Familiar with the format and functions of ModbusTCP and ModbusRTU messages

",BESS,ST2752-UX-UD,L3,Intro to Modbus,ST2752UD TECH L2 R01 - Modbus Intro,https://sgusa3.sharepoint.com/:p:/r/sites/AmericasTechnicalTraining/_layouts/15/Doc.aspx?sourcedoc=%7BF65A147E-F4DF-4079-9489-7F4187301479%7D&file=Intro%20to%20Modbus.pptx&action=edit&mobileredirect=true,FSE
"Product Knowledge
",Product common functions,"Modbus communication protocol
","Familiar with the definition of data types in communication protocols: U16, S16, U32, S32, BOOL, U64, S64, Float",BESS,ST2752-UX-UD,L2,Intro to Modbus,ST2752UD TECH L2 R01 - Modbus Intro,https://sgusa3.sharepoint.com/:p:/r/sites/AmericasTechnicalTraining/_layouts/15/Doc.aspx?sourcedoc=%7BF65A147E-F4DF-4079-9489-7F4187301479%7D&file=Intro%20to%20Modbus.pptx&action=edit&mobileredirect=true,FSE
"Product Knowledge
",Product common functions,"Modbus communication protocol
","Familiar with the register address types and supported function codes in the communication protocol, 3x address type, 4x address type, function codes: 01, 02, 03, 04, 05, 06, 10",BESS,ST2752-UX-UD,L2,Intro to Modbus,ST2752UD TECH L2 R01 - Modbus Intro,https://sgusa3.sharepoint.com/:p:/r/sites/AmericasTechnicalTraining/_layouts/15/Doc.aspx?sourcedoc=%7BF65A147E-F4DF-4079-9489-7F4187301479%7D&file=Intro%20to%20Modbus.pptx&action=edit&mobileredirect=true,FSE
"Product Knowledge
",Product common functions,"Modbus communication protocol
",Understand the data transmission sequence and data parsing sequence in the communication protocol,BESS,ST2752-UX-UD,L2,Intro to Modbus,ST2752UD TECH L2 R01 - Modbus Intro,https://sgusa3.sharepoint.com/:p:/r/sites/AmericasTechnicalTraining/_layouts/15/Doc.aspx?sourcedoc=%7BF65A147E-F4DF-4079-9489-7F4187301479%7D&file=Intro%20to%20Modbus.pptx&action=edit&mobileredirect=true,FSE
"Product Knowledge
",Product common functions,"IEC104 communication protocol
","Familiar with the five remote meanings of IEC104 communication protocol: telemetry, remote signaling, remote control, remote adjustment, and remote pulse",BESS,ST2752-UX-UD,L2,,,,FSE
"Product Knowledge
",Product common functions,"IEC104 communication protocol
","Familiar with commonly used data type identifiers in IEC104 communication protocols, such as single-point remote signaling, dual-point remote signaling, normalized values, short floating point numbers, etc.",BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Product common functions,"IEC104 communication protocol
","Be able to use IEC104 tools proficiently to correctly read a single parameter, read multiple parameters, set a single parameter and set multiple parameters.",BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Product common functions,"IEC104 communication protocol
","Be able to skillfully use IEC104 tools to analyze IEC104 messages.

",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,"Fuse
","Understand fuse brand and configuration data
",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,"Fuse
",Understand fuse defunction phenomenon and its possible reason,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product key components,Contactor,"Understand the functions of contactors and the meaning of normally closed and normally open contacts

",BESS,ST2752-UX-UD,L3,,,,FSE
"Product Knowledge
",Product key components,Contactor,"Understand the contactor brand, model, specifications, and pin definitions",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,Contactor,"Understand contactor failure modes and phenomena, and analyze possible causes of failure

",BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product key components,Contactor,Understand the contactor closing and breaking action time,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product key components,Switching Power Supply,Understand switching power supply failure phenomena and possible causes,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product key components,Switching Power Supply,"Understand the switching power supply brand and specifications

",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,UPS,Understand UPS defunction phenomenon and its possible reason,BESS,ST2752-UX-UD,L5,,,,FSE
"Product Knowledge
",Product key components,UPS,"Understand UPS brand and configuration data
",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,Switch,"Understand switch brand and configuration data
",BESS,ST2752-UX-UD,L4,,,,FSE
"Product Knowledge
",Product key components,Switch,"Understand switch function
",BESS,ST2752-UX-UD,L3,,,,FSE
Product Maintenance,"Daily maintenance
",Familiar with product system cleaning and maintenance,Skillfully replace the dust-proof cotton of the air inlet and outlet,BESS,ST2752-UX-UD,L2,,,,FSE
Product Maintenance,"Daily maintenance
",Familiar with product system cleaning and maintenance,"Familiar with system cleaning operation methods (fans, air ducts, radiators, etc.), and be able to complete system cleaning operations",BESS,ST2752-UX-UD,L2,,,,FSE
Product Maintenance,"Daily maintenance
",Familiar with touch-up paint and bolt loosening maintenance,Ability to confirm bolt tightening torque,BESS,ST2752-UX-UD,L1,,,,FSE
Product Maintenance,"Daily maintenance
",Familiar with touch-up paint and bolt loosening maintenance,Can repair the rusted parts and do anti-corrosion treatment,BESS,ST2752-UX-UD,L1,,,,FSE
Product Maintenance,"Daily maintenance
",Familiarize with fan and ground maintenance,Able to confirm whether the system grounding is normal and measure the grounding resistance,BESS,ST2752-UX-UD,L3,,,,FSE
