Topic,Detail Requirements,Category,Subject,Knowledge Level,Course Name,Course module,Course Level
Auxiliary power cable connection,"Understand the capacity matching relationship between power supply switches, transformers, and third-party equipment inside a distribution cabinet.",Installation,Electrical connections,L1,2.1 SG Central Inverter Installation,Cable and Wiring Guidelines,Course Level 2
Checklist for Product Installation,Understand inspection requirements for product installation environments and be able to make judgments on non-compliance.,Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for Product Installation,"Identify non-compliant aspects of installation environment, complete inspection reports, and provide improvement recommendations.",Commissioning,Cold (Pre-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for Product Installation,Understand inspection requirements for product installation spaces and be able to make judgments on non-compliance.,Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for Product Installation,"Identify non-compliant aspects of product installation spaces, complete inspection reports, and provide improvement recommendations.",Commissioning,Cold (Pre-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for Product Installation,Understand inspection requirements for product installation bolts and be able to make judgments on non-compliance.,Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for Product Installation,"Identify non-compliant aspects of product's installation bolts, complete inspection reports, and provide improvement recommendations.",Commissioning,Cold (Pre-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for Product Installation,Understand inspection requirements for product label installation and be able to make judgments on non-compliance.,Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for Product Installation,"Identify non-compliant aspects of product label installation, complete inspection reports, and provide improvement recommendations.",Commissioning,Cold (Pre-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for DC side inspection,"Understand requirements for DC cable diameter and voltage levels, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for DC side inspection,"Understand inspection requirements for mixing specifications of DC input terminals, capable of making judgments on non-compliance, and providing improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for DC side inspection,"Understand inspection requirements for virtual connections of DC input terminals, capable of making judgments on non-compliance, and providing improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for DC side inspection,"Identify non-compliant aspects of DC input terminal sealing, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for DC side inspection,"Understand inspection requirements for tension and stress of DC cable, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for DC side inspection,"Understand measurement data of string voltage polarity and open-circuit voltage, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for DC side inspection,"Understand measurement data of string-to-ground voltage or ground insulation impedance, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand requirements for AC cable diameter and voltage levels, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand specifications and dimensions of OT/DT terminals, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for fastening bolts of AC OT/DT terminals, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for sealing AC side incoming lines, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for residual foreign objects in AC connection area, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for stress on AC cables, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for heat-shrink tubing on AC cables, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Data recording requirements for impedance testing of AC cable-to-ground insulation, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for connection of inverters to grid system, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for disconnection and protection settings of molded case circuit breakers used with inverters, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand requirements for insulating copper busbars in low-voltage cabinet of transformer and electrical isolation, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for AC side inspection,"Understand inspection requirements for connection of power cables from third-party devices, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for grounding cable inspection,"Understand requirement of equipment-to-earth indirect ground resistance < 4Ω, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for grounding cable inspection,"Understand inspection requirements for grounding cable specifications, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for grounding cable inspection,"Master internal grounding requirements and conduct a reliability check of connections, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for grounding cable inspection,"Understand requirement that equipment grounding cables should have shortest distance to earth grounding point, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for communication cable inspection,"Master inspection requirements for communication cable specifications (twisted-pair shielded cable and Category 5e Ethernet cable), complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for communication cable inspection,"Understand communication cable length requirements (Modbus RTU < 1000m, Modbus TCP < 100m), complete the inspection report, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for communication cable inspection,"Master installation of RS485 communication cables and Understand RS485 interface definitions and daisy-chain wiring methods, complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Checklist for communication cable inspection,"Able to check for non-compliance based on RS485 communication packet loss rate (packet loss rate less than 5‰), complete inspection reports, and provide improvement suggestions.",Commissioning,Cold (Pre-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Cold Commissioning,Course Level 2
Inverter status and parameter check before energizing it to power grid,"According to debugging manual, check if system voltage and status of system equipment are normal. If they are normal, proceed to next step; otherwise, troubleshoot abnormal reasons.",Commissioning,Hot (Post-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Hot Commissioning,Course Level 2
Inverter start-up and shutdown procedures,"Follow instructions in debugging manual to correctly perform inverter grid-connected operation, including startup and shutdown procedures.",Commissioning,Hot (Post-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Hot Commissioning,Course Level 2
Inverter function commissioning,Can start and stop the inverter based on the touchscreen or WiFi settings.,Commissioning,Hot (Post-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Hot Commissioning,Course Level 2
Proformance ratio (PR) test,Can perform reactive and active power output limitation operations.,Commissioning,Hot (Post-Energization) Commissioning,L2,2.2 SG Central Inverter Commissioning ,Procedures for Hot Commissioning,Course Level 2
Proformance ratio (PR) test,Can record the inverter's generated power and the power meter's readings.,Commissioning,Hot (Post-Energization) Commissioning,L3,2.2 SG Central Inverter Commissioning ,Procedures for Hot Commissioning,Course Level 2
PL PCB board (branch circuit board) firmware/software update/upgrade,Understand software steps for upgrading .SGU files through WEB interface,Commissioning,Firmware/Software Upgrade,L1,TBD,TBD,TBD
PL PCB board (branch circuit board) firmware/software update/upgrade,Understand software steps for upgrading .hex files using MPLAB LDE (activating ICD3 circular emulator driver on computer),Commissioning,Firmware/Software Upgrade,L3,TBD,TBD,TBD
PT PCB board (intelligent unit board) firmware/software update/upgrade,Understand software for upgrading .SGU files through WEB interface,Commissioning,Firmware/Software Upgrade,L1,2.2 SG Central Inverter Commissioning ,Procedures for Hot Commissioning,Course Level 2
PT PCB board (intelligent unit board) firmware/software update/upgrade,Understand software for upgrading .zip file packages through WEB interface,Commissioning,Firmware/Software Upgrade,L1,TBD,TBD,TBD
PT PCB board (intelligent unit board) firmware/software update/upgrade,Understand software for upgrading IPOP program with V2.cfg folder,Commissioning,Firmware/Software Upgrade,L3,TBD,TBD,TBD
PA PCB board (DSP board) firmware/software update/upgrade,Understand steps for burning .SGU files using SolarInfo Device Manager software,Commissioning,Firmware/Software Upgrade,L2,TBD,TBD,TBD
PA PCB board (DSP board) firmware/software update/upgrade,Understand steps for burning .hex files using Setup Code Composer Studio v3.3 (activating XDS100 v2 emulator driver on computer),Commissioning,Firmware/Software Upgrade,L3,TBD,TBD,TBD
PA PCB board (DSP board) firmware/software update/upgrade,Understand software for upgrading .SGU files through WEB interface (MDSP/SDSP),Commissioning,Firmware/Software Upgrade,L1,2.2 SG Central Inverter Commissioning ,Procedures for Hot Commissioning,Course Level 2
PA PCB board (DSP board) firmware/software update/upgrade,Understand software for upgrading .SGU files through WEB interface (CPLD),Commissioning,Firmware/Software Upgrade,L1,TBD,TBD,TBD
PA PCB board (DSP board) firmware/software update/upgrade,Understand steps for burning .hex files using Quartus II 11.0 (activating USB Blaster emulator driver on computer) for CPLD,Commissioning,Firmware/Software Upgrade,L3,TBD,TBD,TBD
PG PCB board (metering board) firmware/software update/upgrade,Understand steps for burning .SGU files using SolarInfo Device Manager software,Commissioning,Firmware/Software Upgrade,L2,TBD,TBD,TBD
PG PCB board (metering board) firmware/software update/upgrade,Understand steps for burning .hex files using Keil uVision4 (activating Ulink2 emulator driver on computer),Commissioning,Firmware/Software Upgrade,L3,TBD,TBD,TBD
PG PCB board (metering board) firmware/software update/upgrade,Understand software for upgrading .SGU files through WEB interface,Commissioning,Firmware/Software Upgrade,L1,TBD,TBD,TBD
HMI Touchscreen software updates,Understand software for upgrading touchscreen software using a USB drive,Commissioning,Firmware/Software Upgrade,L1,TBD,TBD,TBD
PA board of DC combiner box firmware update/upgrade,Understand steps for burning .hex files using YJUpdata software (activating USB to 485 driver on computer),Commissioning,Firmware/Software Upgrade,L2,No need,No need,No need
Product cleaning and maintenance,Master the steps and precautions for replacing dust seals.,Maintenance,Routine Maintenance,L1,2.3 SG Central Inverter Maintenance,Routine Cleaning Guidelines,Course Level 2
Product cleaning and maintenance,"Understand system cleaning procedures (fans, air ducts, radiators, etc.) and capable of completing system cleaning operations",Maintenance,Routine Maintenance,L1,2.3 SG Central Inverter Maintenance,Routine Cleaning Guidelines,Course Level 2
Product cleaning and maintenance,Analyze the working principles based on wiring diagrams/schematics.,Maintenance,Routine Maintenance,L2,2.3 SG Central Inverter Maintenance,Routine Cleaning Guidelines,Course Level 2
Sealing maintenance for DC and AC side cable entries,"Understand sealing requirements and procedures for DC and AC sides, capable of performing sealing operations",Maintenance,Routine Maintenance,L1,2.3 SG Central Inverter Maintenance,Sealing Guidelines,Course Level 2
Sealing maintenance for DC and AC side cable entries,Capable of providing on-site sealing inspections and suggesting increased sealing frequency based on site conditions,Maintenance,Routine Maintenance,L2,2.3 SG Central Inverter Maintenance,Sealing Guidelines,Course Level 2
Product touch-up paint maintenance,"Understand product paint codes, capable of performing touch-up paint maintenance",Maintenance,Routine Maintenance,L1,2.3 SG Central Inverter Maintenance,Painting and Protective Coatings,Course Level 2
OT/DT bolt torque maintenance,"Understand torque requirements for OT/DT terminal fastening, capable of performing fastening maintenance",Maintenance,Routine Maintenance,L1,2.3 SG Central Inverter Maintenance,Painting and Protective Coatings,Course Level 2
OT/DT bolt torque maintenance,Understand method of checking for loose connections using a thermal imaging camera,Maintenance,Routine Maintenance,L1,2.3 SG Central Inverter Maintenance,Bolt Inspection and Tightening,Course Level 2
OT/DT bolt torque maintenance,Understand method of checking for loose connections using a torque wrench,Maintenance,Routine Maintenance,L1,2.3 SG Central Inverter Maintenance,Bolt Inspection and Tightening,Course Level 2
OT/DT bolt torque maintenance,Capable of specifying inspection frequency based on on-site conditions,Maintenance,Routine Maintenance,L2,2.3 SG Central Inverter Maintenance,Bolt Inspection and Tightening,Course Level 2
Replacement of abnormal/faulty components of the inverter control circuit,"branch current sensors, DC fuses, DC circuit breakers, auxiliary contactors, DC surge arresters, AC surge arresters, DC maintenance switches, AC maintenance switches, auxiliary voltage switches, auxiliary circuit fuses, current sensors for DC busbars, AC current sensors, AC capacitors, AC current transformers, AC fans, and PCB boards.",Maintenance,Component Replacement,L1,2.4 Basic Troubleshooting for SG Central Inverters,Replacing Auxiliary Circuit Parts,Course Level 2
Replacement of abnormal/faulty components of the inverter power circuit,"DC load switches, DC film capacitors, compression busbars, IGBT modules, AC frame circuit breakers, and reactors",Maintenance,Component Replacement,L2,2.4 Basic Troubleshooting for SG Central Inverters,Replacing Main Circuit Parts,Course Level 2
Inverter open loop function,,Maintenance,Troubleshooting,L3,3.2 Advanced Troubleshooting for SG Central Inverters,Comprehensive Fault Identification,Course Level 3
Inverter fault types (caused by internal factors),"Inverter:
The inverter may encounter various issues and protection measures, including GFDI protection, temperature abnormalities, hardware failures, overvoltage situations, PV polarity reversals, abnormal control power supply, parallel communication failures, reverse current in branch circuit, IO-MDC communication anomalies, DSP-MDC communication anomalies, CT imbalances, DC voltage sampling failures, SCU master-slave communication anomalies, soft start failures, midpoint potential deviations, carrier synchronization failures, DC sensor anomalies, reactor node anomalies, surge arrester failures, AC circuit breaker failures, ground faults, DC fuse failures, contactor failures, module failures, fan failures, module overtemperature, reactor overtemperature, AC switch disconnects, DC load switch failures, and current imbalances.",Maintenance,Troubleshooting,L2,3.2 Advanced Troubleshooting for SG Central Inverters,Comprehensive Fault Identification,Course Level 3
Inverter fault types (possibly caused by external factors),"Inverter:
The inverter may experience various issues and conditions, including DC undervoltage, DC overvoltage, AC undervoltage, AC overvoltage, frequency underrun, frequency overrun, islanding protection, low insulation impedance, DC component faults, unbalanced grid voltage, and GFRT operation.",Maintenance,Troubleshooting,L2,3.2 Advanced Troubleshooting for SG Central Inverters,Comprehensive Fault Identification,Course Level 3
Medium-voltage transformer fault types,"Medium Voltage Transformer:
Medium voltage transformers may experience issues such as abnormal thermometer readings, oil level gauge problems, pressure relief valve malfunctions, issues with breathers, gas relay abnormalities, problems with transformer monitoring and protection devices, bushing insulation failures, heavy gas accumulation in transformers, and gas and oil sample analysis through chromatography.",Maintenance,Troubleshooting,L2,3.2 Advanced Troubleshooting for SG Central Inverters,Introduce to all faults,Course Level 3
Ring main unit (RMU) fault types,"Ring Main Unit:
Ring main units can encounter challenges like isolation switch malfunctions, grounding switch issues, faults in current transformers (CT) and potential transformers (PT), surge arrester problems, failures in five-proof devices, SF6 gas low conditions, and faults related to live indications.
The ring main unit can encounter abnormalities related to relay protection parameters.",Maintenance,Troubleshooting,,No need,No need,No need
Fault diagnosis logic and sampling circuits,"Can analyze the logic and sampling circuits for faults in inverters, transformers, and ring main units.",Maintenance,Troubleshooting,L2,3.2 Advanced Troubleshooting for SG Central Inverters,Fault analysis methods,Course Level 3
Repair faults and restore operation,"Can repair faults and restore equipment operation for inverters, transformers, and ring main units.",Maintenance,Troubleshooting,L3,3.2 Advanced Troubleshooting for SG Central Inverters,Fault analysis methods,Course Level 3
"Based on fault symptoms, fault diagnosis, and troubleshooting steps, issue a fault cause analysis report","Can provide fault cause analysis reports based on fault symptoms, fault logic, and fault investigation steps for inverters, transformers, and ring main units.",Maintenance,Troubleshooting,L4,No need,No need,No need
Parameter threshold requirements and settings,Can set fault threshold values and adhere to standard requirements for inverter faults caused by external factors.,Maintenance,Troubleshooting,L5,No need,No need,No need
Measuring voltage with a multimeter,"Able to correctly connect red and black test leads, select voltage range and scale appropriately, and perform DC voltage and AC voltage measurements.",Instruments and Tools,Multimeter,L1,Using Tools,,Other
Measuring resistance with a multimeter,"Able to correctly connect red and black test leads, select resistance range and scale appropriately, and perform resistance measurements.",Instruments and Tools,Multimeter,L1,Using Tools,,Other
Measuring capacitance with a multimeter,"Able to correctly connect red and black test leads, select appropriate scale, and perform capacitance measurements.",Instruments and Tools,Multimeter,L1,Using Tools,,Other
Checking continuity with a multimeter,"Able to correctly connect red and black test leads, select buzzer range appropriately, and perform circuit continuity measurements.",Instruments and Tools,Multimeter,L1,Using Tools,,Other
Checking diode with a multimeter,"Able to correctly connect red and black test leads, select diode range appropriately, and perform measurements of components such as diodes, transistors, and MOSFETs.",Instruments and Tools,Multimeter,L1,Using Tools,,Other
Measuring current with a clamp ammeter,"Able to perform zero adjustment, select appropriate range, and measure current accurately, capable of accurately discerning positive and negative values of measured current.",Instruments and Tools,Clamp Meter,L1,Using Tools,,Other
Using a Megger,Able to correctly connect measurement circuit and accurately perform impedance measurements.,Instruments and Tools,Megger,L1,Using Tools,,Other
Using a Megger,Able to correctly connect measurement circuit and accurately perform impedance measurements.,Instruments and Tools,Megger,L1,Using Tools,,Other
Using a torque wrench ,Capable of using a torque wrench to measure screw torque accurately.,Instruments and Tools,Torque Wrench,L1,Using Tools,,Other
Using an oscilloscope,"Understand working principles and application scope of oscilloscope, proficient in mastering functions and operation methods of oscilloscope panel buttons and knobs.",Instruments and Tools,Oscilloscope,L3,Using Tools,,Other
Using an oscilloscope,"Depending on the type of testing, select the appropriate voltage probe, differential probe, current probe, and be proficient in configuring various parameters and probe sampling ratios.",Instruments and Tools,Oscilloscope,L4,Using Tools,,Other
Using an oscilloscope,"Proficient in using trigger, zoom, sampling, and waveform recording functions.",Instruments and Tools,Oscilloscope,L4,Using Tools,,Other
Using an oscilloscope,Capable of recording and maintaining corresponding data waveforms according to different fault types or testing requirements.,Instruments and Tools,Oscilloscope,L4,Using Tools,,Other
Using an oscilloscope,Analyze sampled data based on oscilloscope waveforms and determine causes.,Instruments and Tools,Oscilloscope,L5,Using Tools,,Other
Using a power quality analyzer,"Understand working principles and application scope of power quality analyzer, proficient in mastering functions and operation methods of power quality analyzer panel buttons and knobs.",Instruments and Tools,Power Quality Analyzer (Fluke 434/Fluke 435),L3,Using Tools,,Other
Using a power quality analyzer,"Based on type of test, select corresponding voltage connection method and current loop, and skillfully configure various parameters.",Instruments and Tools,Power Quality Analyzer (Fluke 434/Fluke 435),L4,Using Tools,,Other
Using a power quality analyzer,"Able to complete voltage harmonic and current harmonic measurements, as well as data export and processing.",Instruments and Tools,Power Quality Analyzer (Fluke 434/Fluke 435),L4,Using Tools,,Other
Using a power quality analyzer,Capable of analyzing abnormal data based on measured voltage harmonics and current harmonics.,Instruments and Tools,Power Quality Analyzer (Fluke 434/Fluke 435),L5,Using Tools,,Other
Using a thermal imaging camera,"Understand functions of thermal imaging camera buttons, capable of measuring temperature of object being tested and saving and exporting measurement results.",Instruments and Tools,Thermal Imaging Camera,L1,Using Tools,,Other
Using a thermal imaging camera,Capable of conducting analysis based on thermal imaging measurement results.,Instruments and Tools,Thermal Imaging Camera,L3,Using Tools,,Other
Using a thermometer,"Understand working principles of temperature measuring instrument, capable of measuring temperature at measurement points and determining whether test results are normal.",Instruments and Tools,Thermometer,L1,Using Tools,,Other
Wiring connection of charge device,Able to independently wire according to on-site charging line requirements.,Instruments and Tools,Charge/Discharge Device,L2,Using Tools,,Other
Charging mode selection (constant current/constant voltage modes),Able to independently configure charging modes according to on-site charging line requirements.,Instruments and Tools,Charge/Discharge Device,L2,Using Tools,,Other
Wiring connection of discharge device,Capable of independently wiring according to on-site discharge line requirements.,Instruments and Tools,Charge/Discharge Device,L2,Using Tools,,Other
Discharging mode selection (constant current/constant voltage modes),Capable of independently configuring charging modes according to on-site discharge line requirements.,Instruments and Tools,Charge/Discharge Device,L2,Using Tools,,Other
Using a RS485 to USB serial adapter,Understand cable connection and driver installation of RS485 to USB serial tool.,Instruments and Tools,RS485 to USB Serial Adapter,L1,Using Tools,,Other
Using a RS485 to USB serial adapter,Able to successfully connect computer to RS485 to USB serial tool and establish normal communication with target device.,Instruments and Tools,RS485 to USB Serial Adapter,L1,Using Tools,,Other
Installation and precautions for CAN analyzer,Understand installation of Wireshark tool.,Instruments and Tools,,L1,Using Tools,,Other
Capturing network packets,Understand method of capturing network packets using Wireshark tool.,Instruments and Tools,,L2,Using Tools,,Other
Analyzing network packets,Understand viewing and analyzing network packets using Wireshark tool.,Instruments and Tools,,L4,Using Tools,,Other
Configuring third-party device .smu files using iConfig,Understand Modbus protocol point table of third-party devices.,Instruments and Tools,,L3,Using Tools,,Other
Configuring third-party device .smu files using iConfig,Able to use iConfig tool to configure .smu files for third-party devices according to customer requirements.,Instruments and Tools,,L3,Using Tools,,Other
Configuring third-party device .smu files using LoggerConfig,Understand Modbus protocol point table of third-party devices.,Instruments and Tools,,L3,Using Tools,,Other
Configuring third-party device .smu files using LoggerConfig,Able to use LoggerConfig tool to configure .smu files for third-party devices according to customer requirements.,Instruments and Tools,,L3,Using Tools,,Other
Viewing recorded fault data using Fault Recorder2,"Understand Fault Recorder2 for viewing AC voltage, current, frequency, DC voltage, DC current, temperature, and inverter current data at moment of a fault.",Instruments and Tools,,L2,Using Tools,,Other
Analyzing recorded fault data using Fault Recorder2,Understand analyzing data at moment of a fault using Fault Recorder2 and identifying system's fault cause.,Instruments and Tools,,L4,Using Tools,,Other
Installation and precautions for CAN analyzer,"Understand installation of ModbusPoll, Modscan, and NetAssist tools.",Instruments and Tools,,L1,Using Tools,,Other
Capturing Modbus packets,"Understand method of capturing Modbus messages using ModbusPoll, Modscan, and NetAssist tools.",Instruments and Tools,,L2,Using Tools,,Other
Analyzing Modbus packets,"Understand viewing and analyzing Modbus messages using ModbusPoll, Modscan, and NetAssist tools.",Instruments and Tools,,L4,Using Tools,,Other
Installation and precautions for CAN analyzer,Understand installation of CAN tools.,Instruments and Tools,CAN Communication,L1,Using Tools,,Other
Capturing CAN packets,Understand method of capturing Modbus messages using CAN tools.,Instruments and Tools,CAN Communication,L2,Using Tools,,Other
Analyzing CAN packets,Understand viewing and analyzing Modbus messages using CAN tools.,Instruments and Tools,CAN Communication,L4,Using Tools,,Other
Viewing recorded fault data using SGEasyTools,"Understand SGEasyTools for viewing AC voltage, current, frequency, DC voltage, DC current, temperature, and inverter current data at moment of a fault.",Instruments and Tools,,L2,Using Tools,,Other
Analyzing recorded fault data using Fault Recorder2 SGEasyTools,Understand analyzing data at moment of a fault using SGEasyTools and identifying system's fault cause.,Instruments and Tools,,L4,Using Tools,,Other
,,,,,Basics of Photovoltaic (PV) Power Systems,,Pre-course
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
